# Domain Rank data: Fig S1C
Domain Name,Assay Name,Donor Name,T Cell Type,Experimental Batch,Sorted Cell Group,Rank of Domain within the Sort Group,Mean Rank of the Domain,Mean Rank of the Domain within the Assay
4-1BB,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,30,30.8076923076923,27
4-1BB,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,18,30.8076923076923,27
4-1BB,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,25,30.8076923076923,27
4-1BB,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,18,30.8076923076923,27
4-1BB,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,36,30.8076923076923,27
4-1BB,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,35,30.8076923076923,27
BAFF-R,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,39,34.7307692307692,37.6666666666667
BAFF-R,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,38,34.7307692307692,37.6666666666667
BAFF-R,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,38,34.7307692307692,37.6666666666667
BAFF-R,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,36,34.7307692307692,37.6666666666667
BAFF-R,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,39,34.7307692307692,37.6666666666667
BAFF-R,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,36,34.7307692307692,37.6666666666667
BCMA,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,25,26.2307692307692,27.1666666666667
BCMA,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,30,26.2307692307692,27.1666666666667
BCMA,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,35,26.2307692307692,27.1666666666667
BCMA,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,28,26.2307692307692,27.1666666666667
BCMA,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,26,26.2307692307692,27.1666666666667
BCMA,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,19,26.2307692307692,27.1666666666667
BTLA,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,11,12.1923076923077,9.83333333333333
BTLA,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,15,12.1923076923077,9.83333333333333
BTLA,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,11,12.1923076923077,9.83333333333333
BTLA,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,14,12.1923076923077,9.83333333333333
BTLA,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,7,12.1923076923077,9.83333333333333
BTLA,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,1,12.1923076923077,9.83333333333333
CD2,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,35,30,34.1666666666667
CD2,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,37,30,34.1666666666667
CD2,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,37,30,34.1666666666667
CD2,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,38,30,34.1666666666667
CD2,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,31,30,34.1666666666667
CD2,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,27,30,34.1666666666667
CD200R,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,34,22.9615384615385,31.6666666666667
CD200R,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,32,22.9615384615385,31.6666666666667
CD200R,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,21,22.9615384615385,31.6666666666667
CD200R,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,31,22.9615384615385,31.6666666666667
CD200R,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,35,22.9615384615385,31.6666666666667
CD200R,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,37,22.9615384615385,31.6666666666667
CD244,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,28,26.6,25.5
CD244,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,31,26.6,25.5
CD244,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,29,26.6,25.5
CD244,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,35,26.6,25.5
CD244,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,15,26.6,25.5
CD244,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,15,26.6,25.5
CD28,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,31,32.3076923076923,33
CD28,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,29,32.3076923076923,33
CD28,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,33,32.3076923076923,33
CD28,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,27,32.3076923076923,33
CD28,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,38,32.3076923076923,33
CD28,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,40,32.3076923076923,33
CD300a,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,2,12.9615384615385,7
CD300a,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,9,12.9615384615385,7
CD300a,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,7,12.9615384615385,7
CD300a,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,13,12.9615384615385,7
CD300a,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,5,12.9615384615385,7
CD300a,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,6,12.9615384615385,7
CD300f,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,9,10.4230769230769,7.83333333333333
CD300f,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,11,10.4230769230769,7.83333333333333
CD300f,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,4,10.4230769230769,7.83333333333333
CD300f,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,7,10.4230769230769,7.83333333333333
CD300f,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,13,10.4230769230769,7.83333333333333
CD300f,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,3,10.4230769230769,7.83333333333333
CD40,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,22,23.1923076923077,24.8333333333333
CD40,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,28,23.1923076923077,24.8333333333333
CD40,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,20,23.1923076923077,24.8333333333333
CD40,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,24,23.1923076923077,24.8333333333333
CD40,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,25,23.1923076923077,24.8333333333333
CD40,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,30,23.1923076923077,24.8333333333333
CD7,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,38,24.8461538461538,31.6666666666667
CD7,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,24,24.8461538461538,31.6666666666667
CD7,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,32,24.8461538461538,31.6666666666667
CD7,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,25,24.8461538461538,31.6666666666667
CD7,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,33,24.8461538461538,31.6666666666667
CD7,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,38,24.8461538461538,31.6666666666667
CD72,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,5,8.46153846153846,3.33333333333333
CD72,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,5,8.46153846153846,3.33333333333333
CD72,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,3,8.46153846153846,3.33333333333333
CD72,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,4,8.46153846153846,3.33333333333333
CD72,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,1,8.46153846153846,3.33333333333333
CD72,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,2,8.46153846153846,3.33333333333333
CD96,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,20,13.24,18
CD96,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,13,13.24,18
CD96,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,18,13.24,18
CD96,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,22,13.24,18
CD96,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,14,13.24,18
CD96,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,21,13.24,18
CRACC,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,19,19.5,20.1666666666667
CRACC,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,23,19.5,20.1666666666667
CRACC,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,19,19.5,20.1666666666667
CRACC,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,20,19.5,20.1666666666667
CRACC,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,23,19.5,20.1666666666667
CRACC,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,17,19.5,20.1666666666667
CRTAM,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,21,22.9230769230769,26.1666666666667
CRTAM,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,34,22.9230769230769,26.1666666666667
CRTAM,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,31,22.9230769230769,26.1666666666667
CRTAM,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,30,22.9230769230769,26.1666666666667
CRTAM,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,16,22.9230769230769,26.1666666666667
CRTAM,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,25,22.9230769230769,26.1666666666667
CTLA4,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,23,23.4615384615385,24.6666666666667
CTLA4,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,25,23.4615384615385,24.6666666666667
CTLA4,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,22,23.4615384615385,24.6666666666667
CTLA4,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,19,23.4615384615385,24.6666666666667
CTLA4,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,20,23.4615384615385,24.6666666666667
CTLA4,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,39,23.4615384615385,24.6666666666667
CXADR,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,24,23.8846153846154,26
CXADR,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,27,23.8846153846154,26
CXADR,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,27,23.8846153846154,26
CXADR,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,32,23.8846153846154,26
CXADR,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,28,23.8846153846154,26
CXADR,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,18,23.8846153846154,26
DC-SIGN,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,8,7.38461538461539,11.1666666666667
DC-SIGN,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,4,7.38461538461539,11.1666666666667
DC-SIGN,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,12,7.38461538461539,11.1666666666667
DC-SIGN,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,5,7.38461538461539,11.1666666666667
DC-SIGN,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,10,7.38461538461539,11.1666666666667
DC-SIGN,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,28,7.38461538461539,11.1666666666667
HAVCR2,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,18,15.5769230769231,21
HAVCR2,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,19,15.5769230769231,21
HAVCR2,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,28,15.5769230769231,21
HAVCR2,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,26,15.5769230769231,21
HAVCR2,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,19,15.5769230769231,21
HAVCR2,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,16,15.5769230769231,21
ICOS,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,27,17.1153846153846,23.1666666666667
ICOS,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,16,17.1153846153846,23.1666666666667
ICOS,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,26,17.1153846153846,23.1666666666667
ICOS,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,16,17.1153846153846,23.1666666666667
ICOS,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,21,17.1153846153846,23.1666666666667
ICOS,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,33,17.1153846153846,23.1666666666667
ILT2,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,13,10.5,9.83333333333333
ILT2,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,14,10.5,9.83333333333333
ILT2,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,6,10.5,9.83333333333333
ILT2,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,11,10.5,9.83333333333333
ILT2,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,6,10.5,9.83333333333333
ILT2,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,9,10.5,9.83333333333333
ILT3,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,6,11.625,5.5
ILT3,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,7,11.625,5.5
ILT3,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,2,11.625,5.5
ILT3,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,10,11.625,5.5
ILT3,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,4,11.625,5.5
ILT3,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,4,11.625,5.5
ILT4,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,17,18.0416666666667,15.6666666666667
ILT4,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,22,18.0416666666667,15.6666666666667
ILT4,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,13,18.0416666666667,15.6666666666667
ILT4,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,23,18.0416666666667,15.6666666666667
ILT4,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,11,18.0416666666667,15.6666666666667
ILT4,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,8,18.0416666666667,15.6666666666667
KIR2DL1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,16,17.8461538461538,18
KIR2DL1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,20,17.8461538461538,18
KIR2DL1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,14,17.8461538461538,18
KIR2DL1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,17,17.8461538461538,18
KIR2DL1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,27,17.8461538461538,18
KIR2DL1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,14,17.8461538461538,18
KIR3DL1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,4,11.9615384615385,10.1666666666667
KIR3DL1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,12,11.9615384615385,10.1666666666667
KIR3DL1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,8,11.9615384615385,10.1666666666667
KIR3DL1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,9,11.9615384615385,10.1666666666667
KIR3DL1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,18,11.9615384615385,10.1666666666667
KIR3DL1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,10,11.9615384615385,10.1666666666667
KLRG1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,10,8.2,6.33333333333333
KLRG1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,3,8.2,6.33333333333333
KLRG1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,5,8.2,6.33333333333333
KLRG1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,3,8.2,6.33333333333333
KLRG1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,12,8.2,6.33333333333333
KLRG1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,5,8.2,6.33333333333333
LAG3,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,29,15.3076923076923,24.1666666666667
LAG3,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,17,15.3076923076923,24.1666666666667
LAG3,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,23,15.3076923076923,24.1666666666667
LAG3,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,21,15.3076923076923,24.1666666666667
LAG3,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,24,15.3076923076923,24.1666666666667
LAG3,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,31,15.3076923076923,24.1666666666667
LAIR1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,3,10.4615384615385,6.33333333333333
LAIR1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,8,10.4615384615385,6.33333333333333
LAIR1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,10,10.4615384615385,6.33333333333333
LAIR1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,8,10.4615384615385,6.33333333333333
LAIR1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,2,10.4615384615385,6.33333333333333
LAIR1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,7,10.4615384615385,6.33333333333333
TIM1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,7,6.375,7.16666666666667
TIM1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,1,6.375,7.16666666666667
TIM1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,9,6.375,7.16666666666667
TIM1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,6,6.375,7.16666666666667
TIM1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,8,6.375,7.16666666666667
TIM1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,12,6.375,7.16666666666667
NKR-P1A,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,1,4.30769230769231,3.16666666666667
NKR-P1A,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,2,4.30769230769231,3.16666666666667
NKR-P1A,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,1,4.30769230769231,3.16666666666667
NKR-P1A,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,1,4.30769230769231,3.16666666666667
NKR-P1A,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,3,4.30769230769231,3.16666666666667
NKR-P1A,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,11,4.30769230769231,3.16666666666667
NTB-A,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,37,33.0769230769231,37.3333333333333
NTB-A,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,36,33.0769230769231,37.3333333333333
NTB-A,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,40,33.0769230769231,37.3333333333333
NTB-A,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,37,33.0769230769231,37.3333333333333
NTB-A,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,40,33.0769230769231,37.3333333333333
NTB-A,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,34,33.0769230769231,37.3333333333333
NKG2D,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,14,12.1923076923077,13.1666666666667
NKG2D,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,6,12.1923076923077,13.1666666666667
NKG2D,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,16,12.1923076923077,13.1666666666667
NKG2D,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,12,12.1923076923077,13.1666666666667
NKG2D,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,9,12.1923076923077,13.1666666666667
NKG2D,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,22,12.1923076923077,13.1666666666667
PD1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,33,23.9230769230769,31.5
PD1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,35,23.9230769230769,31.5
PD1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,30,23.9230769230769,31.5
PD1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,33,23.9230769230769,31.5
PD1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,34,23.9230769230769,31.5
PD1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,24,23.9230769230769,31.5
Siglec-3,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,26,18.6538461538462,25
Siglec-3,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,26,18.6538461538462,25
Siglec-3,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,24,18.6538461538462,25
Siglec-3,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,29,18.6538461538462,25
Siglec-3,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,22,18.6538461538462,25
Siglec-3,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,23,18.6538461538462,25
TACI,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,40,33.8846153846154,37.8333333333333
TACI,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,40,33.8846153846154,37.8333333333333
TACI,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,39,33.8846153846154,37.8333333333333
TACI,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,39,33.8846153846154,37.8333333333333
TACI,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,37,33.8846153846154,37.8333333333333
TACI,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,32,33.8846153846154,37.8333333333333
TIGIT,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,32,21.1153846153846,31.8333333333333
TIGIT,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,33,21.1153846153846,31.8333333333333
TIGIT,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,34,21.1153846153846,31.8333333333333
TIGIT,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,34,21.1153846153846,31.8333333333333
TIGIT,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,29,21.1153846153846,31.8333333333333
TIGIT,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,29,21.1153846153846,31.8333333333333
TLT-1,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,36,31.0625,34.8333333333333
TLT-1,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,39,31.0625,34.8333333333333
TLT-1,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,36,31.0625,34.8333333333333
TLT-1,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,40,31.0625,34.8333333333333
TLT-1,CTV1,B,CD8,prolif1,prolif1_d2_4d_CTV1_CD8_pos,32,31.0625,34.8333333333333
TLT-1,CTV1,C,CD8,prolif2,prolif2_d2_4d_CTV1_CD8_pos,26,31.0625,34.8333333333333
GITR,CTV1,A,CD4,prolif2,prolif2_d1_3d_CTV1_CD4_pos,15,15.625,17.8333333333333
GITR,CTV1,A,CD8,prolif2,prolif2_d1_4d_CTV1_CD8_pos,10,15.625,17.8333333333333
GITR,CTV1,B,CD4,prolif1,prolif1_d2_4d_CTV1_CD4_pos,17,15.625,17.8333333333333
GITR,CTV1,C,CD4,prolif2,prolif2_d2_3d_CTV1_CD4_pos,15,15.625,17.8333333333333
